userId,movieId,movieName,prediction,trueValue
4447,174053,Black Mirror: White Christmas (2014),5.0,3.5395842976007232
4447,163134,Your Name. (2016),5.0,3.5395842976007232
4447,678,Some Folks Call It a Sling Blade (1993),4.989,3.5395842976007232
4447,160718,Piper (2016),4.966,3.5395842976007232
4026,50,"Usual Suspects, The (1995)",4.025,3.5395842976007232
4026,3091,Kagemusha (1980),4.004,3.5395842976007232
4026,214,Before the Rain (Pred dozhdot) (1994),4.001,3.5395842976007232
4026,7153,"Lord of the Rings: The Return of the King, The (2003)",3.881,3.5395842976007232
4026,1197,"Princess Bride, The (1987)",3.878,3.5395842976007232
4026,5952,"Lord of the Rings: The Two Towers, The (2002)",3.874,3.5395842976007232
4026,1221,"Godfather: Part II, The (1974)",3.85,3.5395842976007232
4026,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",3.834,3.5395842976007232
3724,163134,Your Name. (2016),4.568,3.5395842976007232
3724,356,Forrest Gump (1994),4.561,3.5395842976007232
3724,7371,Dogville (2003),4.547,3.5395842976007232
3724,214,Before the Rain (Pred dozhdot) (1994),4.538,3.5395842976007232
3724,170705,Band of Brothers (2001),4.535,3.5395842976007232
3724,3091,Kagemusha (1980),4.529,3.5395842976007232
3724,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.517,3.5395842976007232
3724,527,Schindler's List (1993),4.507,3.5395842976007232
4024,214,Before the Rain (Pred dozhdot) (1994),4.21,3.5395842976007232
4024,3091,Kagemusha (1980),4.198,3.5395842976007232
4024,1291,Indiana Jones and the Last Crusade (1989),4.176,3.5395842976007232
4024,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.169,3.5395842976007232
4024,159817,Planet Earth (2006),4.144,3.5395842976007232
4024,86504,Voices from the List (2004),4.137,3.5395842976007232
4024,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.129,3.5395842976007232
4024,55908,"Man from Earth, The (2007)",4.122,3.5395842976007232
4025,745,Wallace & Gromit: A Close Shave (1995),4.712,3.5395842976007232
4025,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.702,3.5395842976007232
4025,214,Before the Rain (Pred dozhdot) (1994),4.683,3.5395842976007232
4025,68954,Up (2009),4.656,3.5395842976007232
4025,3091,Kagemusha (1980),4.649,3.5395842976007232
4025,92259,Intouchables (2011),4.631,3.5395842976007232
4025,6377,Finding Nemo (2003),4.601,3.5395842976007232
4025,158966,Captain Fantastic (2016),4.561,3.5395842976007232
4022,214,Before the Rain (Pred dozhdot) (1994),4.098,3.5395842976007232
4022,163134,Your Name. (2016),3.978,3.5395842976007232
4022,131724,The Jinx: The Life and Deaths of Robert Durst (2015),3.951,3.5395842976007232
4022,86504,Voices from the List (2004),3.948,3.5395842976007232
4022,3091,Kagemusha (1980),3.94,3.5395842976007232
4022,7371,Dogville (2003),3.916,3.5395842976007232
4022,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",3.905,3.5395842976007232
4022,174053,Black Mirror: White Christmas (2014),3.885,3.5395842976007232
4023,150,Apollo 13 (1995),5.0,3.5395842976007232
4023,356,Forrest Gump (1994),5.0,3.5395842976007232
4023,79132,Inception (2010),5.0,3.5395842976007232
4023,72998,Avatar (2009),5.0,3.5395842976007232
4023,527,Schindler's List (1993),4.971,3.5395842976007232
4023,2571,"Matrix, The (1999)",4.956,3.5395842976007232
4023,163134,Your Name. (2016),4.948,3.5395842976007232
4023,110,Braveheart (1995),4.939,3.5395842976007232
4020,1221,"Godfather: Part II, The (1974)",5.0,3.5395842976007232
4020,50,"Usual Suspects, The (1995)",5.0,3.5395842976007232
4020,527,Schindler's List (1993),5.0,3.5395842976007232
4020,593,"Silence of the Lambs, The (1991)",5.0,3.5395842976007232
4020,858,"Godfather, The (1972)",5.0,3.5395842976007232
4020,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,3.5395842976007232
4020,1203,12 Angry Men (1957),5.0,3.5395842976007232
4020,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,3.5395842976007232
3725,3091,Kagemusha (1980),4.031,3.5395842976007232
3725,214,Before the Rain (Pred dozhdot) (1994),4.021,3.5395842976007232
3725,3022,"General, The (1926)",4.001,3.5395842976007232
3725,174053,Black Mirror: White Christmas (2014),4.0,3.5395842976007232
3725,5952,"Lord of the Rings: The Two Towers, The (2002)",3.987,3.5395842976007232
3725,86504,Voices from the List (2004),3.967,3.5395842976007232
3725,7371,Dogville (2003),3.966,3.5395842976007232
3725,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),3.958,3.5395842976007232
3798,163134,Your Name. (2016),4.864,3.5395842976007232
3798,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),4.789,3.5395842976007232
3798,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),4.789,3.5395842976007232
3798,69844,Harry Potter and the Half-Blood Prince (2009),4.757,3.5395842976007232
3798,86504,Voices from the List (2004),4.713,3.5395842976007232
3798,214,Before the Rain (Pred dozhdot) (1994),4.701,3.5395842976007232
3798,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.687,3.5395842976007232
3798,174053,Black Mirror: White Christmas (2014),4.664,3.5395842976007232
4028,1197,"Princess Bride, The (1987)",4.435,3.5395842976007232
4028,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.387,3.5395842976007232
4028,5952,"Lord of the Rings: The Two Towers, The (2002)",4.368,3.5395842976007232
4028,214,Before the Rain (Pred dozhdot) (1994),4.341,3.5395842976007232
4028,3022,"General, The (1926)",4.339,3.5395842976007232
4028,3091,Kagemusha (1980),4.326,3.5395842976007232
4028,7153,"Lord of the Rings: The Return of the King, The (2003)",4.269,3.5395842976007232
4028,3030,Yojimbo (1961),4.263,3.5395842976007232
4029,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.949,3.5395842976007232
4029,40815,Harry Potter and the Goblet of Fire (2005),4.907,3.5395842976007232
4029,69844,Harry Potter and the Half-Blood Prince (2009),4.899,3.5395842976007232
4029,7153,"Lord of the Rings: The Return of the King, The (2003)",4.786,3.5395842976007232
4029,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.693,3.5395842976007232
4029,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),4.692,3.5395842976007232
4029,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),4.666,3.5395842976007232
4029,8368,Harry Potter and the Prisoner of Azkaban (2004),4.631,3.5395842976007232
4973,527,Schindler's List (1993),4.452,3.5395842976007232
4973,7371,Dogville (2003),4.428,3.5395842976007232
4973,2324,Life Is Beautiful (La Vita è bella) (1997),4.309,3.5395842976007232
4973,174053,Black Mirror: White Christmas (2014),4.3,3.5395842976007232
4973,3022,"General, The (1926)",4.289,3.5395842976007232
4973,3091,Kagemusha (1980),4.285,3.5395842976007232
4973,86504,Voices from the List (2004),4.276,3.5395842976007232
4973,214,Before the Rain (Pred dozhdot) (1994),4.273,3.5395842976007232
4607,7371,Dogville (2003),4.971,3.5395842976007232
4607,163134,Your Name. (2016),4.887,3.5395842976007232
4607,89774,Warrior (2011),4.885,3.5395842976007232
4607,174053,Black Mirror: White Christmas (2014),4.847,3.5395842976007232
4607,5878,Talk to Her (Hable con Ella) (2002),4.819,3.5395842976007232
4607,1041,Secrets & Lies (1996),4.807,3.5395842976007232
4607,2762,"Sixth Sense, The (1999)",4.798,3.5395842976007232
4607,159817,Planet Earth (2006),4.789,3.5395842976007232
4642,86504,Voices from the List (2004),5.0,3.5395842976007232
4642,174053,Black Mirror: White Christmas (2014),5.0,3.5395842976007232
4642,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",5.0,3.5395842976007232
4642,163134,Your Name. (2016),5.0,3.5395842976007232
4642,55908,"Man from Earth, The (2007)",4.995,3.5395842976007232
4642,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.993,3.5395842976007232
4642,1203,12 Angry Men (1957),4.959,3.5395842976007232
4642,159817,Planet Earth (2006),4.956,3.5395842976007232
4417,7371,Dogville (2003),4.618,3.5395842976007232
4417,174053,Black Mirror: White Christmas (2014),4.573,3.5395842976007232
4417,3091,Kagemusha (1980),4.494,3.5395842976007232
4417,214,Before the Rain (Pred dozhdot) (1994),4.484,3.5395842976007232
4417,5952,"Lord of the Rings: The Two Towers, The (2002)",4.418,3.5395842976007232
4417,158966,Captain Fantastic (2016),4.413,3.5395842976007232
4417,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",4.401,3.5395842976007232
4417,55908,"Man from Earth, The (2007)",4.385,3.5395842976007232
344,2028,Saving Private Ryan (1998),5.0,3.5395842976007232
344,260,Star Wars: Episode IV - A New Hope (1977),5.0,3.5395842976007232
344,318,"Shawshank Redemption, The (1994)",5.0,3.5395842976007232
344,527,Schindler's List (1993),5.0,3.5395842976007232
344,858,"Godfather, The (1972)",5.0,3.5395842976007232
344,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,3.5395842976007232
344,58559,"Dark Knight, The (2008)",5.0,3.5395842976007232
344,79132,Inception (2010),5.0,3.5395842976007232
345,720,Wallace & Gromit: The Best of Aardman Animation (1996),4.949,3.5395842976007232
345,1148,Wallace & Gromit: The Wrong Trousers (1993),4.917,3.5395842976007232
345,912,Casablanca (1942),4.748,3.5395842976007232
345,260,Star Wars: Episode IV - A New Hope (1977),4.619,3.5395842976007232
345,745,Wallace & Gromit: A Close Shave (1995),4.598,3.5395842976007232
345,1221,"Godfather: Part II, The (1974)",4.485,3.5395842976007232
345,1234,"Sting, The (1973)",4.449,3.5395842976007232
345,969,"African Queen, The (1951)",4.432,3.5395842976007232
346,163134,Your Name. (2016),4.416,3.5395842976007232
346,7371,Dogville (2003),4.397,3.5395842976007232
346,174053,Black Mirror: White Christmas (2014),4.328,3.5395842976007232
346,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.21,3.5395842976007232
346,214,Before the Rain (Pred dozhdot) (1994),4.204,3.5395842976007232
346,86504,Voices from the List (2004),4.2,3.5395842976007232
346,824,Kaspar Hauser (1993),4.199,3.5395842976007232
346,7234,"Strada, La (1954)",4.178,3.5395842976007232
347,163134,Your Name. (2016),4.559,3.5395842976007232
347,50,"Usual Suspects, The (1995)",4.555,3.5395842976007232
347,356,Forrest Gump (1994),4.516,3.5395842976007232
347,86504,Voices from the List (2004),4.48,3.5395842976007232
347,318,"Shawshank Redemption, The (1994)",4.473,3.5395842976007232
347,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.447,3.5395842976007232
347,2028,Saving Private Ryan (1998),4.42,3.5395842976007232
347,5995,"Pianist, The (2002)",4.413,3.5395842976007232
340,1197,"Princess Bride, The (1987)",5.0,3.5395842976007232
340,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",5.0,3.5395842976007232
340,3091,Kagemusha (1980),5.0,3.5395842976007232
340,131724,The Jinx: The Life and Deaths of Robert Durst (2015),5.0,3.5395842976007232
340,214,Before the Rain (Pred dozhdot) (1994),5.0,3.5395842976007232
340,50,"Usual Suspects, The (1995)",4.982,3.5395842976007232
340,174053,Black Mirror: White Christmas (2014),4.975,3.5395842976007232
340,170705,Band of Brothers (2001),4.967,3.5395842976007232
341,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.669,3.5395842976007232
341,527,Schindler's List (1993),4.668,3.5395842976007232
341,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.641,3.5395842976007232
341,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.619,3.5395842976007232
341,3462,Modern Times (1936),4.6,3.5395842976007232
341,1203,12 Angry Men (1957),4.597,3.5395842976007232
341,1214,Alien (1979),4.581,3.5395842976007232
341,2324,Life Is Beautiful (La Vita è bella) (1997),4.579,3.5395842976007232
342,527,Schindler's List (1993),4.282,3.5395842976007232
342,163134,Your Name. (2016),4.254,3.5395842976007232
342,318,"Shawshank Redemption, The (1994)",4.246,3.5395842976007232
342,174053,Black Mirror: White Christmas (2014),4.206,3.5395842976007232
342,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.192,3.5395842976007232
342,159817,Planet Earth (2006),4.183,3.5395842976007232
342,86504,Voices from the List (2004),4.157,3.5395842976007232
342,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.13,3.5395842976007232
343,1197,"Princess Bride, The (1987)",4.659,3.5395842976007232
343,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.599,3.5395842976007232
343,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.5,3.5395842976007232
343,296,Pulp Fiction (1994),4.453,3.5395842976007232
343,3091,Kagemusha (1980),4.407,3.5395842976007232
343,1136,Monty Python and the Holy Grail (1975),4.399,3.5395842976007232
343,1291,Indiana Jones and the Last Crusade (1989),4.388,3.5395842976007232
343,260,Star Wars: Episode IV - A New Hope (1977),4.37,3.5395842976007232
2918,163134,Your Name. (2016),4.551,3.5395842976007232
2918,159817,Planet Earth (2006),4.507,3.5395842976007232
2918,122886,Star Wars: Episode VII - The Force Awakens (2015),4.478,3.5395842976007232
2918,1,Toy Story (1995),4.471,3.5395842976007232
2918,174053,Black Mirror: White Christmas (2014),4.466,3.5395842976007232
2918,170705,Band of Brothers (2001),4.458,3.5395842976007232
2918,2859,Stop Making Sense (1984),4.456,3.5395842976007232
2918,214,Before the Rain (Pred dozhdot) (1994),4.443,3.5395842976007232
3996,163134,Your Name. (2016),4.643,3.5395842976007232
3996,174053,Black Mirror: White Christmas (2014),4.542,3.5395842976007232
3996,7371,Dogville (2003),4.542,3.5395842976007232
3996,3091,Kagemusha (1980),4.533,3.5395842976007232
3996,214,Before the Rain (Pred dozhdot) (1994),4.533,3.5395842976007232
3996,86504,Voices from the List (2004),4.519,3.5395842976007232
3996,3035,Mister Roberts (1955),4.475,3.5395842976007232
3996,3147,"Green Mile, The (1999)",4.468,3.5395842976007232
3995,174053,Black Mirror: White Christmas (2014),4.455,3.5395842976007232
3995,214,Before the Rain (Pred dozhdot) (1994),4.449,3.5395842976007232
3995,159817,Planet Earth (2006),4.434,3.5395842976007232
3995,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.422,3.5395842976007232
3995,5952,"Lord of the Rings: The Two Towers, The (2002)",4.415,3.5395842976007232
3995,7371,Dogville (2003),4.411,3.5395842976007232
3995,163134,Your Name. (2016),4.409,3.5395842976007232
3995,3035,Mister Roberts (1955),4.372,3.5395842976007232
3994,174053,Black Mirror: White Christmas (2014),4.54,3.5395842976007232
3994,7371,Dogville (2003),4.511,3.5395842976007232
3994,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),4.478,3.5395842976007232
3994,214,Before the Rain (Pred dozhdot) (1994),4.436,3.5395842976007232
3994,306,Three Colors: Red (Trois couleurs: Rouge) (1994),4.43,3.5395842976007232
3994,1203,12 Angry Men (1957),4.429,3.5395842976007232
3994,720,Wallace & Gromit: The Best of Aardman Animation (1996),4.425,3.5395842976007232
3994,163134,Your Name. (2016),4.378,3.5395842976007232
348,1203,12 Angry Men (1957),5.0,3.5395842976007232
348,5690,Grave of the Fireflies (Hotaru no haka) (1988),5.0,3.5395842976007232
348,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.984,3.5395842976007232
348,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.973,3.5395842976007232
348,4144,In the Mood For Love (Fa yeung nin wa) (2000),4.934,3.5395842976007232
348,2858,American Beauty (1999),4.931,3.5395842976007232
348,44555,"Lives of Others, The (Das leben der Anderen) (2006)",4.909,3.5395842976007232
348,2019,Seven Samurai (Shichinin no samurai) (1954),4.9,3.5395842976007232
349,174053,Black Mirror: White Christmas (2014),4.187,3.5395842976007232
349,2571,"Matrix, The (1999)",4.162,3.5395842976007232
349,163134,Your Name. (2016),4.149,3.5395842976007232
349,593,"Silence of the Lambs, The (1991)",4.13,3.5395842976007232
349,170705,Band of Brothers (2001),4.107,3.5395842976007232
349,7371,Dogville (2003),4.071,3.5395842976007232
349,2959,Fight Club (1999),4.065,3.5395842976007232
349,3091,Kagemusha (1980),4.062,3.5395842976007232
3991,7371,Dogville (2003),4.422,3.5395842976007232
3991,214,Before the Rain (Pred dozhdot) (1994),4.415,3.5395842976007232
3991,174053,Black Mirror: White Christmas (2014),4.374,3.5395842976007232
3991,3091,Kagemusha (1980),4.354,3.5395842976007232
3991,5952,"Lord of the Rings: The Two Towers, The (2002)",4.285,3.5395842976007232
3991,158966,Captain Fantastic (2016),4.275,3.5395842976007232
3991,159817,Planet Earth (2006),4.252,3.5395842976007232
3991,163134,Your Name. (2016),4.245,3.5395842976007232
3990,720,Wallace & Gromit: The Best of Aardman Animation (1996),5.0,3.5395842976007232
3990,7669,Pride and Prejudice (1995),5.0,3.5395842976007232
3990,8368,Harry Potter and the Prisoner of Azkaban (2004),5.0,3.5395842976007232
3990,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),5.0,3.5395842976007232
3990,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),5.0,3.5395842976007232
3990,5816,Harry Potter and the Chamber of Secrets (2002),4.963,3.5395842976007232
3990,6377,Finding Nemo (2003),4.96,3.5395842976007232
3990,69844,Harry Potter and the Half-Blood Prince (2009),4.959,3.5395842976007232
4686,58559,"Dark Knight, The (2008)",5.0,3.5395842976007232
4686,79132,Inception (2010),5.0,3.5395842976007232
4686,163134,Your Name. (2016),4.952,3.5395842976007232
4686,1704,Good Will Hunting (1997),4.819,3.5395842976007232
4686,2324,Life Is Beautiful (La Vita è bella) (1997),4.807,3.5395842976007232
4686,318,"Shawshank Redemption, The (1994)",4.785,3.5395842976007232
4686,8533,"Notebook, The (2004)",4.78,3.5395842976007232
4686,91529,"Dark Knight Rises, The (2012)",4.763,3.5395842976007232
4844,86504,Voices from the List (2004),4.568,3.5395842976007232
4844,7371,Dogville (2003),4.549,3.5395842976007232
4844,163134,Your Name. (2016),4.496,3.5395842976007232
4844,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.476,3.5395842976007232
4844,174053,Black Mirror: White Christmas (2014),4.473,3.5395842976007232
4844,55908,"Man from Earth, The (2007)",4.461,3.5395842976007232
4844,158966,Captain Fantastic (2016),4.46,3.5395842976007232
4844,7926,High and Low (Tengoku to jigoku) (1963),4.449,3.5395842976007232
3530,527,Schindler's List (1993),4.624,3.5395842976007232
3530,858,"Godfather, The (1972)",4.511,3.5395842976007232
3530,1221,"Godfather: Part II, The (1974)",4.486,3.5395842976007232
3530,174053,Black Mirror: White Christmas (2014),4.456,3.5395842976007232
3530,7371,Dogville (2003),4.456,3.5395842976007232
3530,163134,Your Name. (2016),4.447,3.5395842976007232
3530,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.437,3.5395842976007232
3530,214,Before the Rain (Pred dozhdot) (1994),4.429,3.5395842976007232
4643,260,Star Wars: Episode IV - A New Hope (1977),4.667,3.5395842976007232
4643,858,"Godfather, The (1972)",4.635,3.5395842976007232
4643,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.626,3.5395842976007232
4643,541,Blade Runner (1982),4.516,3.5395842976007232
4643,1203,12 Angry Men (1957),4.49,3.5395842976007232
4643,1221,"Godfather: Part II, The (1974)",4.458,3.5395842976007232
4643,3462,Modern Times (1936),4.423,3.5395842976007232
4643,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.413,3.5395842976007232
4416,1221,"Godfather: Part II, The (1974)",5.0,3.5395842976007232
4416,527,Schindler's List (1993),5.0,3.5395842976007232
4416,593,"Silence of the Lambs, The (1991)",5.0,3.5395842976007232
4416,858,"Godfather, The (1972)",5.0,3.5395842976007232
4416,1203,12 Angry Men (1957),5.0,3.5395842976007232
4416,1214,Alien (1979),5.0,3.5395842976007232
4416,2571,"Matrix, The (1999)",5.0,3.5395842976007232
4416,2858,American Beauty (1999),5.0,3.5395842976007232
4684,7371,Dogville (2003),4.273,3.5395842976007232
4684,163134,Your Name. (2016),4.119,3.5395842976007232
4684,174053,Black Mirror: White Christmas (2014),4.057,3.5395842976007232
4684,86504,Voices from the List (2004),3.986,3.5395842976007232
4684,926,All About Eve (1950),3.945,3.5395842976007232
4684,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",3.918,3.5395842976007232
4684,527,Schindler's List (1993),3.913,3.5395842976007232
4684,3022,"General, The (1926)",3.91,3.5395842976007232
3002,3091,Kagemusha (1980),4.79,3.5395842976007232
3002,163134,Your Name. (2016),4.787,3.5395842976007232
3002,214,Before the Rain (Pred dozhdot) (1994),4.774,3.5395842976007232
3002,170705,Band of Brothers (2001),4.771,3.5395842976007232
3002,86504,Voices from the List (2004),4.753,3.5395842976007232
3002,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.752,3.5395842976007232
3002,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.749,3.5395842976007232
3002,174053,Black Mirror: White Christmas (2014),4.742,3.5395842976007232
4685,318,"Shawshank Redemption, The (1994)",4.797,3.5395842976007232
4685,6016,City of God (Cidade de Deus) (2002),4.625,3.5395842976007232
4685,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.589,3.5395842976007232
4685,1136,Monty Python and the Holy Grail (1975),4.565,3.5395842976007232
4685,7371,Dogville (2003),4.556,3.5395842976007232
4685,5120,Sleuth (1972),4.542,3.5395842976007232
4685,170705,Band of Brothers (2001),4.528,3.5395842976007232
4685,30707,Million Dollar Baby (2004),4.505,3.5395842976007232
2919,7371,Dogville (2003),4.757,3.5395842976007232
2919,174053,Black Mirror: White Christmas (2014),4.628,3.5395842976007232
2919,163134,Your Name. (2016),4.625,3.5395842976007232
2919,7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",4.546,3.5395842976007232
2919,3091,Kagemusha (1980),4.538,3.5395842976007232
2919,214,Before the Rain (Pred dozhdot) (1994),4.529,3.5395842976007232
2919,4995,"Beautiful Mind, A (2001)",4.518,3.5395842976007232
2919,3147,"Green Mile, The (1999)",4.512,3.5395842976007232
1653,7371,Dogville (2003),4.745,3.5395842976007232
1653,214,Before the Rain (Pred dozhdot) (1994),4.716,3.5395842976007232
1653,163134,Your Name. (2016),4.701,3.5395842976007232
1653,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.697,3.5395842976007232
1653,3091,Kagemusha (1980),4.692,3.5395842976007232
1653,541,Blade Runner (1982),4.691,3.5395842976007232
1653,174053,Black Mirror: White Christmas (2014),4.686,3.5395842976007232
1653,3022,"General, The (1926)",4.674,3.5395842976007232
4682,3091,Kagemusha (1980),3.552,3.5395842976007232
4682,214,Before the Rain (Pred dozhdot) (1994),3.464,3.5395842976007232
4682,55908,"Man from Earth, The (2007)",3.455,3.5395842976007232
4682,158966,Captain Fantastic (2016),3.434,3.5395842976007232
4682,86504,Voices from the List (2004),3.404,3.5395842976007232
4682,2609,"King of Masks, The (Bian Lian) (1996)",3.402,3.5395842976007232
4682,3022,"General, The (1926)",3.395,3.5395842976007232
4682,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",3.383,3.5395842976007232
3556,214,Before the Rain (Pred dozhdot) (1994),4.597,3.5395842976007232
3556,3091,Kagemusha (1980),4.531,3.5395842976007232
3556,2019,Seven Samurai (Shichinin no samurai) (1954),4.494,3.5395842976007232
3556,3022,"General, The (1926)",4.487,3.5395842976007232
3556,1233,"Boot, Das (Boat, The) (1981)",4.479,3.5395842976007232
3556,131724,The Jinx: The Life and Deaths of Robert Durst (2015),4.463,3.5395842976007232
3556,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.451,3.5395842976007232
3556,923,Citizen Kane (1941),4.445,3.5395842976007232
4683,2028,Saving Private Ryan (1998),5.0,3.5395842976007232
4683,62,Mr. Holland's Opus (1995),5.0,3.5395842976007232
4683,318,"Shawshank Redemption, The (1994)",5.0,3.5395842976007232
4683,1704,Good Will Hunting (1997),5.0,3.5395842976007232
4683,2762,"Sixth Sense, The (1999)",5.0,3.5395842976007232
4683,3753,"Patriot, The (2000)",5.0,3.5395842976007232
4683,4019,Finding Forrester (2000),5.0,3.5395842976007232
4683,4306,Shrek (2001),5.0,3.5395842976007232
4732,174053,Black Mirror: White Christmas (2014),4.479,3.5395842976007232
4732,527,Schindler's List (1993),4.464,3.5395842976007232
4732,60069,WALL·E (2008),4.458,3.5395842976007232
4732,1203,12 Angry Men (1957),4.453,3.5395842976007232
4732,3091,Kagemusha (1980),4.453,3.5395842976007232
4732,5690,Grave of the Fireflies (Hotaru no haka) (1988),4.45,3.5395842976007232
4732,163134,Your Name. (2016),4.45,3.5395842976007232
4732,7371,Dogville (2003),4.441,3.5395842976007232
4733,318,"Shawshank Redemption, The (1994)",4.852,3.5395842976007232
4733,214,Before the Rain (Pred dozhdot) (1994),4.813,3.5395842976007232
4733,3091,Kagemusha (1980),4.811,3.5395842976007232
4733,260,Star Wars: Episode IV - A New Hope (1977),4.776,3.5395842976007232
4733,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.757,3.5395842976007232
4733,86504,Voices from the List (2004),4.712,3.5395842976007232
4733,55908,"Man from Earth, The (2007)",4.704,3.5395842976007232
